timestamp,aqi,no,pm2_5,pm10,co,no2,so2,o3,nh3,hour,day,month,weekday,season,pm2_5_pm10_ratio,aqi_rolling_mean_24h,aqi_rolling_max_24h,aqi_above_3_count_24h,aqi_trend
2020-11-25 01:00:00,1,0.0,6.01,9.77,343.8,1.08,0.6,22.53,1.05,1,25,11,2,4,0.6151483505477635,1.0,1.0,0.0,0.0
2020-11-25 02:00:00,1,0.0,5.66,9.2,343.8,1.17,0.69,22.53,1.03,2,25,11,2,4,0.6152173244328997,1.0,1.0,0.0,0.0
2020-11-25 03:00:00,1,0.0,5.28,8.79,337.12,1.24,0.72,22.35,1.05,3,25,11,2,4,0.6006825255196218,1.0,1.0,0.0,0.0
2020-11-25 04:00:00,1,0.0,5.01,8.62,337.12,1.33,0.75,21.99,1.12,4,25,11,2,4,0.5812064290943818,1.0,1.0,0.0,0.0
2020-11-25 05:00:00,1,0.0,5.17,9.16,340.46,1.48,0.81,21.1,1.31,5,25,11,2,4,0.5644104187324871,1.0,1.0,0.0,0.0
2020-11-25 06:00:00,1,0.01,6.78,12.24,380.52,1.99,1.04,19.49,1.98,6,25,11,2,4,0.5539215233724246,1.0,1.0,0.0,0.0
2020-11-25 07:00:00,1,0.04,8.94,16.57,433.92,2.74,1.4,17.7,2.79,7,25,11,2,4,0.539529237204029,1.0,1.0,0.0,0.0
2020-11-25 08:00:00,2,0.18,10.95,20.69,494.0,3.13,1.85,17.35,3.8,8,25,11,2,4,0.5292411537341153,1.125,2.0,0.0,1.0
2020-11-25 09:00:00,2,0.225,12.95,24.65,547.41,3.17,2.27,20.92,5.38,9,25,11,2,4,0.5253549482614626,1.2222222222222223,2.0,0.0,0.0
2020-11-25 10:00:00,2,0.16,10.69,22.71,494.0,2.23,1.77,30.76,4.88,10,25,11,2,4,0.47071772475923707,1.3,2.0,0.0,0.0
2020-11-25 11:00:00,2,0.09,11.92,29.85,487.33,2.01,1.67,35.76,5.0,11,25,11,2,4,0.3993299698716928,1.3636363636363635,2.0,0.0,0.0
2020-11-25 12:00:00,3,0.05,16.13,44.55,500.68,2.23,1.7,38.62,5.26,12,25,11,2,4,0.3620650872712663,1.5,3.0,0.0,1.0
2020-11-25 13:00:00,4,0.03,21.51,61.71,500.68,2.31,1.64,44.35,5.26,13,25,11,2,4,0.34856586698159353,1.6923076923076923,4.0,1.0,1.0
2020-11-25 14:00:00,4,0.02,25.96,72.91,494.0,2.25,1.61,50.78,5.26,14,25,11,2,4,0.3560554058969222,1.8571428571428572,4.0,2.0,0.0
2020-11-25 15:00:00,4,0.02,26.79,73.595,487.33,2.25,1.64,51.5,5.32,15,25,11,2,4,0.3640192898427979,2.0,4.0,3.0,0.0
2020-11-25 16:00:00,4,0.01,23.32,64.2,500.68,2.46,1.76,45.78,5.51,16,25,11,2,4,0.3632398697314662,2.125,4.0,4.0,0.0
2020-11-25 17:00:00,3,0.0,17.63,47.68,480.65,2.25,1.46,37.19,4.88,17,25,11,2,4,0.36975670365443153,2.176470588235294,4.0,4.0,-1.0
2020-11-25 18:00:00,2,0.0,13.55,33.04,427.25,1.71,1.15,31.83,3.64,18,25,11,2,4,0.41010894642527407,2.1666666666666665,4.0,4.0,-1.0
2020-11-25 19:00:00,2,0.0,10.83,21.49,397.21,1.67,1.1,29.33,2.41,19,25,11,2,4,0.5039553046088737,2.1578947368421053,4.0,4.0,0.0
2020-11-25 20:00:00,1,0.0,9.2,17.05,377.18,1.71,0.95,27.9,1.85,20,25,11,2,4,0.5395894111677764,2.1,4.0,4.0,-1.0
2020-11-25 21:00:00,1,0.0,8.24,15.91,360.49,1.69,0.83,24.68,1.69,21,25,11,2,4,0.5179132295466229,2.0476190476190474,4.0,4.0,0.0
2020-11-25 22:00:00,1,0.0,7.05,14.67,343.8,1.5,0.69,20.56,1.47,22,25,11,2,4,0.4805725643781483,2.0,4.0,4.0,0.0
2020-11-25 23:00:00,1,0.0,5.57,11.77,323.77,1.26,0.55,17.88,1.08,23,25,11,2,4,0.47323700312344924,1.9565217391304348,4.0,4.0,0.0
2020-11-26 00:00:00,1,0.0,4.97,9.98,323.77,1.2,0.53,16.63,0.97,0,26,11,3,4,0.4979959420845749,1.9166666666666667,4.0,4.0,0.0
2020-11-26 01:00:00,1,0.0,4.83,9.28,323.77,1.19,0.53,16.27,0.94,1,26,11,3,4,0.5204740818454654,1.9166666666666667,4.0,4.0,0.0
2020-11-26 02:00:00,1,0.01,5.07,9.4,323.77,1.23,0.58,16.27,1.03,2,26,11,3,4,0.5393616447487612,1.9166666666666667,4.0,4.0,0.0
2020-11-26 03:00:00,1,0.01,5.42,9.75,320.44,1.32,0.66,16.27,1.16,3,26,11,3,4,0.5558973788823202,1.9166666666666667,4.0,4.0,0.0
2020-11-26 04:00:00,1,0.01,5.8,10.32,327.11,1.46,0.77,16.09,1.35,4,26,11,3,4,0.5620154494171076,1.9166666666666667,4.0,4.0,0.0
2020-11-26 05:00:00,1,0.01,6.43,11.66,340.46,1.69,0.92,15.74,1.65,5,26,11,3,4,0.5514579286914298,1.9166666666666667,4.0,4.0,0.0
2020-11-26 06:00:00,1,0.02,8.49,15.41,387.19,2.25,1.22,14.66,2.41,6,26,11,3,4,0.5509409116845613,1.9166666666666667,4.0,4.0,0.0
2020-11-26 07:00:00,2,0.1,10.91,20.05,447.27,2.83,1.57,13.95,3.2,7,26,11,3,4,0.5441396237336845,1.9583333333333333,4.0,4.0,1.0
2020-11-26 08:00:00,2,0.225,12.25,22.73,473.98,2.64,1.77,17.35,3.86,8,26,11,3,4,0.5389353040503605,1.9583333333333333,4.0,4.0,0.0
2020-11-26 09:00:00,2,0.225,11.92,22.32,460.63,2.01,1.71,26.82,4.31,9,26,11,3,4,0.5340501552844912,1.9583333333333333,4.0,4.0,0.0
2020-11-26 10:00:00,2,0.18,9.61,20.8,427.25,1.2,1.27,40.77,3.67,10,26,11,3,4,0.46201920855676876,1.9583333333333333,4.0,4.0,0.0
2020-11-26 11:00:00,2,0.14,10.47,24.7,440.6,1.02,1.25,51.5,3.71,11,26,11,3,4,0.42388662251471165,1.9583333333333333,4.0,4.0,0.0
2020-11-26 12:00:00,2,0.13,11.46,26.03,447.27,0.99,1.39,57.94,4.02,12,26,11,3,4,0.44026122012058316,1.9166666666666667,4.0,4.0,0.0
2020-11-26 13:00:00,2,0.11,14.41,32.82,447.27,0.91,1.33,61.51,3.96,13,26,11,3,4,0.43906153445881985,1.8333333333333333,4.0,3.0,0.0
2020-11-26 14:00:00,3,0.1,16.04,37.13,423.91,0.81,1.13,58.65,3.45,14,26,11,3,4,0.4319956791813714,1.7916666666666667,4.0,2.0,1.0
2020-11-26 15:00:00,2,0.08,13.29,30.06,387.19,0.75,0.97,52.21,2.88,15,26,11,3,4,0.4421157537552976,1.7083333333333333,4.0,1.0,-1.0
2020-11-26 16:00:00,2,0.07,10.12,21.8,360.49,0.92,0.95,40.77,2.76,16,26,11,3,4,0.4642201621917356,1.625,3.0,0.0,0.0
2020-11-26 17:00:00,1,0.03,8.41,16.9,350.48,1.15,0.92,29.68,2.6,17,26,11,3,4,0.4976331066489286,1.5416666666666667,3.0,0.0,-1.0
2020-11-26 18:00:00,1,0.0,8.2,15.69,357.15,1.3,0.86,23.6,2.03,18,26,11,3,4,0.5226258430448794,1.5,3.0,0.0,0.0
2020-11-26 19:00:00,1,0.0,7.88,15.29,367.17,1.44,0.83,20.56,1.77,19,26,11,3,4,0.5153694888574566,1.4583333333333333,3.0,0.0,0.0
2020-11-26 20:00:00,1,0.0,7.14,14.56,357.15,1.41,0.78,18.24,1.69,20,26,11,3,4,0.4903845817043556,1.4583333333333333,3.0,0.0,0.0
2020-11-26 21:00:00,1,0.0,7.09,14.48,353.81,1.44,0.75,16.81,1.66,21,26,11,3,4,0.4896408501629247,1.4583333333333333,3.0,0.0,0.0
2020-11-26 22:00:00,1,0.0,6.94,13.47,347.14,1.39,0.68,16.63,1.46,22,26,11,3,4,0.515218966947367,1.4583333333333333,3.0,0.0,0.0
2020-11-26 23:00:00,1,0.0,6.26,11.63,330.45,1.25,0.6,17.17,1.14,23,26,11,3,4,0.5382630663574319,1.4583333333333333,3.0,0.0,0.0
2020-11-27 00:00:00,1,0.0,5.88,10.57,327.11,1.24,0.63,17.52,1.09,0,27,11,4,4,0.5562913380992112,1.4583333333333333,3.0,0.0,0.0
2020-11-27 01:00:00,1,0.0,5.51,9.65,323.77,1.27,0.68,17.88,1.12,1,27,11,4,4,0.5709843967891817,1.4583333333333333,3.0,0.0,0.0
2020-11-27 02:00:00,1,0.0,5.12,9.04,320.44,1.31,0.72,18.06,1.17,2,27,11,4,4,0.5663716187642016,1.4583333333333333,3.0,0.0,0.0
2020-11-27 03:00:00,1,0.0,4.84,8.7,317.1,1.33,0.73,18.24,1.22,3,27,11,4,4,0.5563217751354282,1.4583333333333333,3.0,0.0,0.0
2020-11-27 04:00:00,1,0.0,4.66,8.35,313.76,1.35,0.72,18.6,1.28,4,27,11,4,4,0.5580837654989503,1.4583333333333333,3.0,0.0,0.0
2020-11-27 05:00:00,1,0.0,4.75,8.47,323.77,1.44,0.75,18.6,1.43,5,27,11,4,4,0.5608027673196261,1.4583333333333333,3.0,0.0,0.0
2020-11-27 06:00:00,1,0.01,6.2,11.04,360.49,1.82,0.93,17.88,1.98,6,27,11,4,4,0.5615941520295153,1.4583333333333333,3.0,0.0,0.0
2020-11-27 07:00:00,1,0.12,8.0,14.78,407.22,2.21,1.22,17.17,2.57,7,27,11,4,4,0.5412719525526419,1.4166666666666667,3.0,0.0,0.0
2020-11-27 08:00:00,1,0.225,8.88,17.22,440.6,2.16,1.45,18.95,3.1,8,27,11,4,4,0.5156794125621712,1.375,3.0,0.0,0.0
2020-11-27 09:00:00,1,0.22,9.38,18.68,447.27,2.23,1.54,22.53,3.58,9,27,11,4,4,0.5021413007419004,1.3333333333333333,3.0,0.0,0.0
2020-11-27 10:00:00,1,0.17,8.16,16.34,410.56,1.84,1.3,27.9,3.17,10,27,11,4,4,0.4993879743336613,1.2916666666666667,3.0,0.0,0.0
2020-11-27 11:00:00,1,0.17,7.67,15.17,397.21,1.39,1.22,33.98,3.04,11,27,11,4,4,0.5056031308106045,1.25,3.0,0.0,0.0
2020-11-27 12:00:00,1,0.14,7.61,14.75,390.53,1.06,1.16,39.34,2.98,12,27,11,4,4,0.5159321684113785,1.2083333333333333,3.0,0.0,0.0
2020-11-27 13:00:00,1,0.13,7.57,14.3,380.52,0.9,1.07,41.84,2.76,13,27,11,4,4,0.5293705923517068,1.1666666666666667,3.0,0.0,0.0
2020-11-27 14:00:00,1,0.12,7.47,13.71,367.17,0.86,1.01,41.13,2.6,14,27,11,4,4,0.5448577283108877,1.0833333333333333,2.0,0.0,0.0
2020-11-27 15:00:00,1,0.12,6.77,12.4,347.14,0.86,0.95,38.62,2.47,15,27,11,4,4,0.5459676979058308,1.0416666666666667,2.0,0.0,0.0
2020-11-27 16:00:00,1,0.11,6.51,12.03,343.8,1.07,0.95,33.98,2.5,16,27,11,4,4,0.5411470871864433,1.0,1.0,0.0,0.0
2020-11-27 17:00:00,1,0.04,7.09,13.18,360.49,1.44,0.95,27.18,2.22,17,27,11,4,4,0.5379362262567355,1.0,1.0,0.0,0.0
2020-11-27 18:00:00,1,0.0,8.18,14.88,380.52,1.65,0.95,21.46,1.92,18,27,11,4,4,0.5497311458514015,1.0,1.0,0.0,0.0
2020-11-27 19:00:00,1,0.0,8.96,15.86,397.21,1.8,0.98,18.77,2.01,19,27,11,4,4,0.5649432178472121,1.0,1.0,0.0,0.0
2020-11-27 20:00:00,1,0.0,8.14,14.93,380.52,1.69,0.92,18.24,1.87,20,27,11,4,4,0.5452109480769627,1.0,1.0,0.0,0.0
2020-11-27 21:00:00,1,0.0,7.18,13.42,360.49,1.54,0.85,18.6,1.69,21,27,11,4,4,0.5350223148269512,1.0,1.0,0.0,0.0
2020-11-27 22:00:00,1,0.0,6.05,11.18,333.79,1.33,0.72,19.31,1.35,22,27,11,4,4,0.5411448532070794,1.0,1.0,0.0,0.0
2020-11-27 23:00:00,1,0.0,4.85,8.55,307.08,1.06,0.55,19.67,0.92,23,27,11,4,4,0.5672513956431116,1.0,1.0,0.0,0.0
2020-11-28 00:00:00,1,0.0,4.45,7.13,300.41,0.93,0.47,19.67,0.71,0,28,11,5,4,0.6241233346250583,1.0,1.0,0.0,0.0
2020-11-28 01:00:00,1,0.0,4.63,6.92,303.75,0.96,0.47,19.13,0.69,1,28,11,5,4,0.6690750478215248,1.0,1.0,0.0,0.0
2020-11-28 02:00:00,1,0.0,4.8,7.16,313.76,1.07,0.53,18.42,0.79,2,28,11,5,4,0.6703909678224905,1.0,1.0,0.0,0.0
2020-11-28 03:00:00,1,0.0,4.72,7.21,317.1,1.17,0.59,18.24,0.93,3,28,11,5,4,0.6546462337522561,1.0,1.0,0.0,0.0
2020-11-28 04:00:00,1,0.0,4.64,7.23,320.44,1.26,0.64,18.42,1.11,4,28,11,5,4,0.6417703123415888,1.0,1.0,0.0,0.0
2020-11-28 05:00:00,1,0.0,4.71,7.56,333.79,1.34,0.68,18.42,1.3,5,28,11,5,4,0.6230157906063769,1.0,1.0,0.0,0.0
2020-11-28 06:00:00,1,0.01,6.0,9.8,370.5,1.69,0.83,18.24,1.81,6,28,11,5,4,0.6122448354852209,1.0,1.0,0.0,0.0
2020-11-28 07:00:00,1,0.04,7.84,13.19,420.57,2.16,1.1,18.06,2.28,7,28,11,5,4,0.5943896440947958,1.0,1.0,0.0,0.0
2020-11-28 08:00:00,1,0.15,8.85,15.55,447.27,2.21,1.33,19.67,2.76,8,28,11,5,4,0.5691317961973121,1.0,1.0,0.0,0.0
2020-11-28 09:00:00,1,0.2,9.43,17.36,460.63,2.01,1.54,24.32,3.67,9,28,11,5,4,0.5432027336864784,1.0,1.0,0.0,0.0
2020-11-28 10:00:00,1,0.13,7.34,13.87,403.88,1.24,1.15,34.33,3.29,10,28,11,5,4,0.5291996734535204,1.0,1.0,0.0,0.0
2020-11-28 11:00:00,1,0.12,8.15,15.0,403.88,0.95,1.15,41.84,3.58,11,28,11,5,4,0.5433332971111136,1.0,1.0,0.0,0.0
2020-11-28 12:00:00,1,0.11,9.19,16.7,410.56,0.83,1.21,47.92,3.74,12,28,11,5,4,0.5502993682455468,1.0,1.0,0.0,0.0
2020-11-28 13:00:00,2,0.1,10.35,18.73,407.22,0.74,1.15,52.93,3.61,13,28,11,5,4,0.5525893992210678,1.0416666666666667,2.0,0.0,1.0
2020-11-28 14:00:00,2,0.09,11.25,20.46,397.21,0.69,1.03,55.79,3.33,14,28,11,5,4,0.549853345559465,1.0833333333333333,2.0,0.0,0.0
2020-11-28 15:00:00,2,0.07,11.24,20.74,387.19,0.64,0.86,55.79,2.95,15,28,11,5,4,0.5419479005811041,1.125,2.0,0.0,0.0
2020-11-28 16:00:00,2,0.08,12.13,22.33,403.88,0.95,0.98,52.93,3.39,16,28,11,5,4,0.5432153809576632,1.1666666666666667,2.0,0.0,0.0
2020-11-28 17:00:00,2,0.04,13.0,24.47,427.25,1.52,1.13,45.06,3.93,17,28,11,5,4,0.5312627490289028,1.2083333333333333,2.0,0.0,0.0
2020-11-28 18:00:00,2,0.0,11.8,22.84,413.9,1.65,0.97,34.33,2.76,18,28,11,5,4,0.5166374554887279,1.25,2.0,0.0,0.0
2020-11-28 19:00:00,2,0.0,12.09,21.45,410.56,1.56,0.85,27.9,1.76,19,28,11,5,4,0.5636363373596113,1.2916666666666667,2.0,0.0,0.0
2020-11-28 20:00:00,2,0.0,13.37,22.08,427.25,1.59,0.85,25.75,1.69,20,28,11,5,4,0.6055253348946859,1.3333333333333333,2.0,0.0,0.0
2020-11-28 21:00:00,2,0.0,13.64,21.87,440.6,1.67,0.87,22.53,1.73,21,28,11,5,4,0.6236853852910204,1.375,2.0,0.0,0.0
2020-11-28 22:00:00,2,0.0,12.17,18.9,427.25,1.61,0.82,18.77,1.55,22,28,11,5,4,0.6439153098457508,1.4166666666666667,2.0,0.0,0.0
2020-11-28 23:00:00,1,0.0,9.18,14.08,387.19,1.34,0.69,16.27,1.09,23,28,11,5,4,0.6519885900576285,1.4166666666666667,2.0,0.0,-1.0
2020-11-29 00:00:00,1,0.0,6.94,10.41,353.81,1.17,0.63,15.91,0.91,0,29,11,6,4,0.6666666026256867,1.4166666666666667,2.0,0.0,0.0
2020-11-29 01:00:00,1,0.0,5.37,8.02,327.11,1.05,0.57,17.17,0.83,1,29,11,6,4,0.6695759763620979,1.4166666666666667,2.0,0.0,0.0
2020-11-29 02:00:00,1,0.0,4.44,7.04,313.76,1.05,0.54,17.17,0.9,2,29,11,6,4,0.6306817285963454,1.4166666666666667,2.0,0.0,0.0
2020-11-29 03:00:00,1,0.0,3.96,6.92,307.08,1.08,0.52,16.81,1.01,3,29,11,6,4,0.5722542525644143,1.4166666666666667,2.0,0.0,0.0
2020-11-29 04:00:00,1,0.0,3.99,7.47,307.08,1.15,0.56,16.63,1.17,4,29,11,6,4,0.5341364746805255,1.4166666666666667,2.0,0.0,0.0
2020-11-29 05:00:00,1,0.0,4.38,8.48,313.76,1.26,0.64,17.52,1.33,5,29,11,6,4,0.5165093730531399,1.4166666666666667,2.0,0.0,0.0
2020-11-29 06:00:00,1,0.01,5.97,11.33,343.8,1.74,0.92,18.6,1.81,6,29,11,6,4,0.5269196357529007,1.4166666666666667,2.0,0.0,0.0
2020-11-29 07:00:00,1,0.03,8.3,15.21,393.87,2.31,1.3,20.56,2.44,7,29,11,6,4,0.5456935867394092,1.4166666666666667,2.0,0.0,0.0
2020-11-29 08:00:00,2,0.16,10.43,18.5,433.92,2.29,1.54,25.03,3.04,8,29,11,6,4,0.5637837533089862,1.4583333333333333,2.0,0.0,1.0
2020-11-29 09:00:00,2,0.19,12.34,21.49,460.63,1.78,1.61,35.05,3.61,9,29,11,6,4,0.5742205409855495,1.5,2.0,0.0,0.0
2020-11-29 10:00:00,2,0.15,15.45,27.02,467.3,1.32,1.61,47.21,4.02,10,29,11,6,4,0.5717986464915379,1.5416666666666667,2.0,0.0,0.0
2020-11-29 11:00:00,3,0.13,20.28,35.48,494.0,1.1,1.65,57.94,4.62,11,29,11,6,4,0.5715896118492219,1.625,3.0,0.0,1.0
2020-11-29 12:00:00,3,0.12,23.22,41.39,487.33,0.9,1.42,62.3,4.37,12,29,11,6,4,0.5610050601351761,1.7083333333333333,3.0,0.0,0.0
2020-11-29 13:00:00,4,0.11,25.96,47.16,473.98,0.8,1.18,62.3,3.9,13,29,11,6,4,0.5504664853590653,1.7916666666666667,4.0,1.0,1.0
2020-11-29 14:00:00,4,0.11,27.77,50.35,480.65,0.9,1.27,62.3,4.18,14,29,11,6,4,0.5515392144679402,1.875,4.0,2.0,0.0
2020-11-29 15:00:00,4,0.11,26.36,48.11,480.65,1.0,1.28,62.3,4.24,15,29,11,6,4,0.5479110258176881,1.9583333333333333,4.0,3.0,0.0
2020-11-29 16:00:00,4,0.1,25.87,47.26,494.0,1.36,1.37,59.37,4.62,16,29,11,6,4,0.5473973646339958,2.0416666666666665,4.0,4.0,0.0
2020-11-29 17:00:00,4,0.04,26.51,48.47,514.03,1.97,1.46,47.21,5.19,17,29,11,6,4,0.5469362379423099,2.125,4.0,5.0,0.0
2020-11-29 18:00:00,4,0.0,26.76,49.06,500.68,2.34,1.37,35.76,5.26,18,29,11,6,4,0.5454545343364343,2.2083333333333335,4.0,6.0,0.0
2020-11-29 19:00:00,4,0.0,27.01,48.74,494.0,2.49,1.28,30.04,5.26,19,29,11,6,4,0.5541649455444205,2.2916666666666665,4.0,7.0,0.0
2020-11-29 20:00:00,4,0.0,27.47,48.27,507.36,2.72,1.27,26.82,4.5,20,29,11,6,4,0.5690905206320588,2.375,4.0,8.0,0.0
2020-11-29 21:00:00,4,0.0,29.68,50.05,560.76,2.91,1.3,25.75,3.23,21,29,11,6,4,0.5930069811587018,2.4583333333333335,4.0,9.0,0.0
2020-11-29 22:00:00,4,0.0,33.03,52.54,607.49,2.74,1.25,27.18,2.47,22,29,11,6,4,0.6286638631773152,2.5416666666666665,4.0,10.0,0.0
2020-11-29 23:00:00,4,0.0,33.4,49.77,607.49,2.14,0.97,28.61,1.62,23,29,11,6,4,0.6710869867171592,2.6666666666666665,4.0,11.0,0.0
2020-11-30 00:00:00,4,0.0,31.05,42.39,587.46,1.84,0.82,27.18,1.33,0,30,11,0,4,0.7324840591534783,2.7916666666666665,4.0,12.0,0.0
2020-11-30 01:00:00,4,0.0,25.67,32.84,534.06,1.63,0.7,23.25,1.16,1,30,11,0,4,0.7816686729089929,2.9166666666666665,4.0,13.0,0.0
2020-11-30 02:00:00,3,0.0,21.43,26.89,494.0,1.63,0.72,18.95,1.19,2,30,11,0,4,0.7969505095964853,3.0,4.0,13.0,-1.0
2020-11-30 03:00:00,2,0.0,19.04,23.75,480.65,1.76,0.82,16.63,1.33,3,30,11,0,4,0.8016841767711925,3.0416666666666665,4.0,13.0,-1.0
2020-11-30 04:00:00,2,0.0,15.62,19.78,460.63,1.71,0.86,17.17,1.43,4,30,11,0,4,0.7896865121493167,3.0833333333333335,4.0,13.0,0.0
2020-11-30 05:00:00,2,0.0,13.48,18.25,440.6,1.71,0.86,18.06,1.57,5,30,11,0,4,0.7386300965134194,3.125,4.0,13.0,0.0
2020-11-30 06:00:00,2,0.01,14.69,21.36,467.3,2.14,1.07,18.06,2.25,6,30,11,0,4,0.6877340501997167,3.1666666666666665,4.0,13.0,0.0
2020-11-30 07:00:00,2,0.06,18.75,28.72,540.73,2.91,1.57,19.13,3.29,7,30,11,0,4,0.652855130471618,3.2083333333333335,4.0,13.0,0.0
2020-11-30 08:00:00,3,0.225,24.43,38.66,627.52,3.04,2.12,26.46,4.88,8,30,11,0,4,0.631919280084861,3.25,4.0,13.0,1.0
2020-11-30 09:00:00,4,0.225,32.07,51.25,707.63,2.31,2.455,48.64,6.23,9,30,11,0,4,0.6257560853511008,3.3333333333333335,4.0,14.0,1.0
2020-11-30 10:00:00,4,0.19,41.3,66.88,700.95,1.54,2.455,62.3,6.23,10,30,11,0,4,0.617523914211664,3.4166666666666665,4.0,15.0,0.0
2020-11-30 11:00:00,5,0.16,43.51375,73.595,707.63,1.59,2.455,62.3,6.23,11,30,11,0,4,0.5912595884060114,3.5,5.0,16.0,1.0
2020-11-30 12:00:00,5,0.14,43.51375,73.595,707.63,1.69,2.455,62.3,6.23,12,30,11,0,4,0.5912595884060114,3.5833333333333335,5.0,17.0,0.0
2020-11-30 13:00:00,5,0.12,43.51375,73.595,674.25,1.97,2.455,62.3,6.23,13,30,11,0,4,0.5912595884060114,3.625,5.0,17.0,0.0
2020-11-30 14:00:00,5,0.1,43.51375,73.595,660.9,2.4,2.455,62.3,6.23,14,30,11,0,4,0.5912595884060114,3.6666666666666665,5.0,17.0,0.0
2020-11-30 15:00:00,5,0.08,43.51375,73.595,640.87,2.51,2.455,62.3,6.23,15,30,11,0,4,0.5912595884060114,3.7083333333333335,5.0,17.0,0.0
2020-11-30 16:00:00,5,0.05,43.51375,73.595,620.84,2.59,2.455,62.3,6.23,16,30,11,0,4,0.5912595884060114,3.75,5.0,17.0,0.0
2020-11-30 17:00:00,4,0.01,43.51375,73.595,614.17,2.83,2.35,62.3,6.23,17,30,11,0,4,0.5912595884060114,3.75,5.0,17.0,-1.0
2020-11-30 18:00:00,4,0.0,38.73,66.09,554.09,2.66,1.8,48.64,6.14,18,30,11,0,4,0.586019056044499,3.75,5.0,17.0,0.0
2020-11-30 19:00:00,4,0.0,32.4,54.58,527.38,2.49,1.54,40.05,5.64,19,30,11,0,4,0.5936240272329786,3.75,5.0,17.0,0.0
2020-11-30 20:00:00,4,0.0,32.34,51.63,554.09,2.46,1.43,40.05,4.05,20,30,11,0,4,0.6263799994890569,3.75,5.0,17.0,0.0
2020-11-30 21:00:00,4,0.0,30.2,46.67,560.76,2.36,1.22,37.55,2.47,21,30,11,0,4,0.6470966220892088,3.75,5.0,17.0,0.0
2020-11-30 22:00:00,3,0.0,21.3,32.77,487.33,1.89,0.87,30.4,1.77,22,30,11,0,4,0.6499847223074543,3.7083333333333335,5.0,16.0,-1.0
2020-11-30 23:00:00,2,0.0,13.97,22.24,413.9,1.39,0.62,24.68,1.22,23,30,11,0,4,0.6281474537703483,3.625,5.0,15.0,-1.0
2020-12-01 00:00:00,2,0.0,10.6,17.39,377.18,1.18,0.56,22.17,1.08,0,1,12,1,1,0.6095456808771891,3.5416666666666665,5.0,14.0,0.0
2020-12-01 01:00:00,1,0.0,9.24,15.53,360.49,1.15,0.59,20.39,1.05,1,1,12,1,1,0.5949774246633983,3.4166666666666665,5.0,13.0,-1.0
2020-12-01 02:00:00,1,0.0,9.07,15.22,360.49,1.26,0.67,17.7,1.14,2,1,12,1,1,0.5959263734608164,3.3333333333333335,5.0,13.0,0.0
2020-12-01 03:00:00,1,0.01,9.18,15.3,367.17,1.44,0.74,15.74,1.27,3,1,12,1,1,0.5999999607843163,3.2916666666666665,5.0,13.0,0.0
2020-12-01 04:00:00,1,0.01,9.29,15.59,373.84,1.61,0.83,14.48,1.41,4,1,12,1,1,0.595894766138886,3.25,5.0,13.0,0.0
2020-12-01 05:00:00,1,0.01,9.43,16.32,390.53,1.82,0.98,14.13,1.68,5,1,12,1,1,0.5778185920454293,3.2083333333333335,5.0,13.0,0.0
2020-12-01 06:00:00,2,0.02,11.13,19.63,440.6,2.38,1.33,14.13,2.5,6,1,12,1,1,0.5669892732048256,3.2083333333333335,5.0,13.0,1.0
2020-12-01 07:00:00,2,0.07,13.78,24.41,507.36,3.04,1.74,15.2,3.45,7,1,12,1,1,0.5645227134566688,3.2083333333333335,5.0,13.0,0.0
2020-12-01 08:00:00,2,0.225,16.07,28.78,560.76,3.13,2.09,18.06,4.43,8,1,12,1,1,0.5583738513421177,3.1666666666666665,5.0,13.0,0.0
2020-12-01 09:00:00,2,0.225,17.31,31.72,580.79,2.7,2.21,26.46,5.45,9,1,12,1,1,0.5457124670330243,3.0833333333333335,5.0,12.0,0.0
2020-12-01 10:00:00,2,0.16,15.96,29.59,540.73,1.91,1.85,38.98,5.07,10,1,12,1,1,0.5393713910317205,3.0,5.0,11.0,0.0
2020-12-01 11:00:00,2,0.1,16.86,31.45,534.06,1.76,1.77,45.78,5.07,11,1,12,1,1,0.5360890131609216,2.875,5.0,10.0,0.0
2020-12-01 12:00:00,2,0.07,16.62,32.15,507.36,1.63,1.57,49.35,4.5,12,1,12,1,1,0.5169517724120756,2.75,5.0,9.0,0.0
2020-12-01 13:00:00,2,0.06,16.43,33.23,487.33,1.63,1.42,48.64,4.12,13,1,12,1,1,0.49443272661953885,2.625,5.0,8.0,0.0
2020-12-01 14:00:00,3,0.07,18.49,37.98,473.98,1.76,1.43,46.49,4.37,14,1,12,1,1,0.48683516359043805,2.5416666666666665,5.0,7.0,1.0
2020-12-01 15:00:00,3,0.08,21.64,44.45,447.27,1.67,1.34,45.42,4.31,15,1,12,1,1,0.4868391341543502,2.4583333333333335,5.0,6.0,0.0
2020-12-01 16:00:00,3,0.17,24.53,49.31,427.25,1.34,1.24,48.64,4.18,16,1,12,1,1,0.49746500714936104,2.375,4.0,5.0,0.0
2020-12-01 17:00:00,3,0.06,23.05,46.11,407.22,1.41,1.06,42.2,3.71,17,1,12,1,1,0.4998915528108534,2.3333333333333335,4.0,4.0,0.0
2020-12-01 18:00:00,2,0.0,16.66,33.01,393.87,1.31,0.83,31.83,3.1,18,1,12,1,1,0.5046955315148279,2.25,4.0,3.0,-1.0
2020-12-01 19:00:00,2,0.0,11.21,20.55,407.22,1.32,0.78,24.68,2.85,19,1,12,1,1,0.5454987569100361,2.1666666666666665,4.0,2.0,0.0
